Title,Date,Rating,Comments
GREEN BOOK,5 March 2019,9/10,"In an awards season that offered five Best Picture nominations based on real life stories, that might have been a record in itself. Having seen them all, I think the Academy probably got it right this year in celebrating ""Green Book"" as it's big winner. It does tend to be formulaic in it's treatment of a white racist working for a black professional musician, who by their association come to understand a little bit about each other and form a bond that survives their two month road trip. But the relationship between Dr. Don Shirley (Mahershala Ali) and Tony 'Lip' Vallelonga (Viggo Mortensen) is never sugar coated. The dialog between the two men is unusually grating most of the time to be funny, though there are moments of humor that break through. It's hard to imagine how this association came to be in the first place, as the two men are so diametrically opposed in temperament, style and erudition. But underlying Tony's acceptance of a job offer came a profound sense of honor and loyalty to his employer, one that couldn't be shaken by mob acquaintances, dirty cops, or genteel elite who profess surface politeness while refusing service to a member of the black race. What particularly struck me was how the only time Dr. Shirley looked really happy was when he played at the Orange Bird saloon in the Deep South, casting aside his refined demeanor to really play his heart out for an audience that responded so enthusiastically. What the two men learn about each is directly at the heart of the story, one which transcends race, religion and background in an effort to understand what makes people similar rather than the differences that keep them apart."
GREEN BOOK,13 February 2019,6/10,"I saw the trailer for this movie a couple of times before its release, it looked exactly like the sort of thing that would do well during the upcoming Awards Season, and it sounded very interesting after reading more about it, so I looked for to it, from Golden Globe nominated director Peter Farrelly (Dumb and Dumber, There's Something About Mary). Based on the true story, in New York City, Frank ""Tony Lip"" Vallelonga (Oscar, BAFTA and Golden Globe nominated Viggo Mortensen) works as a bouncer at a nightclub, the place is closed down for renovations, so he seeks new employment. He is invited for an interview with Doctor ""Doc"" Don Shirley (Oscar, BAFTA and Golden Globe winning Mahershala Ali), a black pianist who had Tony suggested to him, he is looking for a driver for his eight-week concert tour through the Mid-West and Deep South. Based on the strength of his references, Don hires Tony, they embark with plans to return to New York on Christmas Eve. Don's record label gives Tony a copy of the Green Book, a guide for black travellers to find motels, restaurants, and filling stations that would serve black people. The tour begins in the Midwest before they eventually head further south. Don and Tony initially clash, with Tony uncomfortable being made to act refined, and Don being disgusted with Tony's habits. As the tour progresses, Tony is impressed with Don's talent on the piano, he also becomes increasingly appalled by the discriminatory treatment the musician receives from event hosts and the general public when he is not on stage. One night, Don's life is threatened by a group of white men in a bar, Tony rescues him and instructs Don he should not go anywhere without him for the rest of the tour. Before leaving, Tony's wife Dolores (Linda Cardellini) desired him to write her letters, to let her know what he is up to, and express his feelings for her. Throughout the journey, Don helps Tony write letters to his wife, which deeply move her, while Tony encourages Don to get in touch with his own estranged brother, but Don is hesitant, observing that his professional life and achievements are stopping him. Don is caught in a gay encounter with a white man, Tony bribes the officers to prevent the musician's arrest, which upsets Don, as he feels that he is ""rewarding"" them for their treatment. Later, Don and Tony are arrested after being pulled over by a police officer in an all-white town and Tony punches him after being insulted. While they are incarcerated, rather than using his call to contact his ""lawyer"", Don uses the opportunity to reach Attorney General Robert F. Kennedy, who orders the governor to release them. Tony is amazed by the experience, while Don is humiliated, this leads to an argument between them. Having reached his breaking point, Don tells Tony that his fame prevents him from identifying with people of his race, while his race prevents him from being accepted by white people, and his homosexuality from being accepted by anybody, making him feel truly lonely. The night of his final performance in Birmingham, Alabama, Don is refused entry into the whites-only dining room of the country club venue he is performing at. Tony threatens the owner, and Don refuses to play, so Tony takes Don to dinner at a predominantly black blues club, listed in the Green Book, where Don plays on the stage piano and rouses the crowd with his music. Tony and Don head back north to try to make it home by Christmas Eve, Tony gets tired during a snowstorm, so Don takes over driving duty, and they make it in time for Tony's family dinner. Don later returns to Tony's apartment, Tony invites him in, there is a brief silence from everyone, but he is welcomes and thanked by Tony's wife for helping him write his letters. Also starring Don Stark as Jules Podell, Sebastian Maniscalco as Johnny Venere, Dimiter D. Marinov as Oleg and Mike Hatton as George. Mortensen is likeable as the amusing Italian-American rough diamond who slowly has his attitudes changed, but not his manners, but Ali almost steals the show as the talented African-American pianist who struggles during the time of segregation and has standards, together Mortensen and Ali are a wonderful odd-couple on the road. The style of the story is very similar to Driving Miss Daisy, with the chauffeur forming an unlikely friendship with his passenger, the scenes of piano playing and concerts are also likeable, this film really makes you realise the severe nature of the treatment of black people during the 1960s, but it leaves enough room to make you laugh and have well-meaning and touching scenes, it all adds up to a satisfying crowd-pleasing biographical drama. It won the Oscar for Best Motion Picture of the Year and Best Original Screenplay, and it was nominated the Best Film Editing, it was nominated the BAFTA for Best Film and Best Original Screenplay, and it won the Golden Globe for Best Screenplay and Best Motion Picture - Musical or Comedy. Good!"
GREEN BOOK,23 March 2019,,"My wife and I watched this movie at home on BluRay from our public library. This movie recently won the Oscar for Best Picture and Ali won the Oscar for Best Supporting Actor.The lead role is Viggo Mortensen as Tony Lip, a New York bouncer of Italian descent. His club is closing for the last two months of 1962 and he is recommended as the driver for a black musician, a pianist, who is going on a tour, a series of performances, in various Deep South locations.Mahershala Ali is in the role of Dr. Donald Shirley, who was a real jazz and concert pianist who over his career played in many high-profile venues. In 1962 he has planned this musical trip to hopefully change some perceptions about black musicians. Having a tough bodyguard as a driver will help insure his safety.The title is a reference to a book which is a guide to where blacks can eat or sleep in southern locations, in 1962 the Deep South was mostly still segregated, blacks could not stay or eat and many locations.As the writer, one of Tony Lip's sons, reveals, the story is only regarding that particular trip and he says the input comes from Ali himself some years earlier, and of course his dad. It is a story of how two men from greatly different backgrounds and world views became friends. Ironically both men died in 2013.Good movie."
GREEN BOOK,14 December 2018,10/10,"This film was inspired by the true story of Tony the Lip Villelonga, An Italian-American bouncer (Mortenson) from the Bronx who gets a job driving a black. highly educated and cultured musician (Ali) through the south in 1962.Really a must-see film for the performances of everyone involved, for a good look at what it was like for blacks in the south, an amazing look at Bronx Italian life, and some great music.The title refers to ""The Negro Motorist Green Book,"" which advised African-Americans traveling where they could eat and stay.The real Tony the Lip, by the way, played Carmine in The Sopranos. And great to see my favorite comedian, Maniscalco, in a movie role as Mrs. Villelonga's brother.Funny, warm, poignant, delightful film with wonderful characters - perfect for the holidays. Don't miss it.The title and subject matter are a reference to ""The Negro Motorist Green Book,"" also known as ""The Negro Travelers' Green Book."" Published from 1936-1966, the guide helped African-American travelers find lodging, restaurants, and other businesses that would serve them. It eventually covered most of North America, plus Bermuda and the Caribbean.Funny, warm, and poignant film with wonderful characters - perfect for the holidays. Don't miss it."
GREEN BOOK,8 December 2018,4/10,"So, let me get up on the soap box here for just a second ::steps up, clears throat::It may be because I have inhaled as much of the non-fiction of James Baldwin the past two years, or that I have simply paid halfway attention to whats going on in this part of this decade, or that I live in the general area that Tony Lips did (the tri-state area in the North-East), but I think Green Book underestimates the racism of the North at the time. It's often been a misconception, usually by white people (and maybe at one time when I was much younger), but just because you live in the North and around liberal areas doesn't mean that things are less racist.Indeed, it's that more subdued racism (what MLK dubbed those ""white moderates"") that make a lot of trouble. From socio-economic segregation of a sort - notice that in the Bronx neighborhood Tony's family and friends live there are no black people, and the ""No Coloreds"" signs are not up but they're just... Not there, and not allowed. Not really, anyway.To the movie's credit, it does touch on the fact that there is this racism that is there with working-class Italians (not that it's any great revelation in American cinema - Do the Right Thing was made decades ago and dealt with Italian caricatures, literally making pizza, being face to face with African American people with much more insight and drama/comedy etc); there is one telling beat where Tony comes home as two black handymen are working on the Lips' family kitchen, and they're given some lemonade in two glasses. When they leave, Lips puts the two glasses in the trash (and later, Linda Cardellini's wife takes them back out). This is good visual storytelling that makes the point clear: once Lips gets tasked with the plot of Green Book, which is to drive the good Doctor (Mahershala Ali) across the mid-west and deep South, there will be problems but not just with those they come across.... But then it's kinda-sorta dropped for a ""feel-good"" movie about race relations.I don't know about you, but in 2018, living in just everything that's going on now (in daily news, a campus in Mississippi got vandalized with numerous nooses hung about for tomorrows Senate vote for example), I'm not sure if that's what we (white people, even more than blacks or other minorities) need to see. All this said, the movie does a good job, at least for the first two thirds, of getting an entertaining buddy story between these two Characters, with a capital ""C.""And to the actors' credit, Ali and Mortensen tap into the cliches of a, well, bouncer at the Coppacabana and classically trained PHD pianist (fluent in multiple languages, which does pay off at a key point by the way, nice writing), and whenever they are on screen I believed the actors in what they had to emote or tried to do. It's even got funny scenes and beats and lines, and while I can count the number of laughs (at least five, at most six), they are genuine laughs. Farrelly knows how to get two guys working together on screen - he's known since Dumb & Dumber - so that part is fine.But then there's that last third in particular when it hunkers down into hammering its message about race relations (if you've seen the trailer, that scene in the rain with ""if I'm not black enough and Im not white enough"" etc is a cringe-tastic as it seems) and the simple attitude that after two months Tony Lips is now way cooler and, more crucially at the end, all the rest of his friends and family there for Christmas Eve are magically okay now with the ::insert Italian slang word for racist epithet here:: coming to dinner. But this is all without any real work outside of a few goopy scenes where the good Doctor helps Tony write letters to Mrs. Lips (sorry I forget his real last name right now) so he must be awesome outside of the brilliant piano playing.The movie does go a ways to make Ali's character flawed too in some basic ways - as a musician on the road he's become a loner, estranged from a brother and divorced - and in one way that I don't think is meant to be seen as a flaw, but comes up as a ""huh"" bit where Tony has to get Doc out of a bind when he is... Caught in a gay moment with another man at the YMCA(?!) Okie dokie! So that also don't be a big deal since hes just Tony's boss and no judgment and we'll just leave his sexuality as something that doesn't get any more screen-time because RACISM needs to get the top shelf over homophobia and that entire grenade which... What was that??As far as the sort of if not feel good then *don't feel bad* kind of movie released by a big studio, it's not as tone deaf and potentially harmful as a Crash; it has more of the feel of a better(ish) thing that Stanley Kramer would have made (down to, if Poitier was around he would be ideal for this part): it doesn't shy from the issues, and on the contrary it tries to show what everybody (even the racists) know, which is segregation-by-law can't be sustainable.But when it comes to depicting more essential details about character, about really digging into Lips past his love for his wife and not being *that* bad because, hey, he turns down offers by the local mobsters for work even when he's down, right(?) it doesn't hold as much water. Should I wholly believe Lips wont throw out again glasses that happened to touch mouths of black working class workers, despite himself being working class, because he got Lessons in Life (and visa-versa he gives the Doctor some ""Street Life"" lessons)? Not sure that I do.Why the six star rating then? When it means to be simply well-acted and more character-driven entertainment, it works - not to mention the greatest product placement for KFC in cinema history - and I enjoyed seeing these two do the absolute best they could with what they had. It's a mild recommendation. But compared to what else you can see from this year - Blindspotting, Blackkklansman, Sorry to Bother You, to an extent The Hate U Give - it's weak tea.Thank you. ::steps off::"
GREEN BOOK,31 January 2019,9/10,"Just watched this with my movie theatre-working friend. This was the true story of Tony Lip (Vallelonga) and his working relationship as the chauffer and associate of pianist Dr. Don Shirley during the early '60s as they travel throughout much of the South for the pianist's concert engagements. It's quite a touching and occasionally funny story co-written by Tony's son Nick. Nice surprise to hear it was mostly shot in Louisiana, where I live, even during a snow scene when it actually snowed in my state during December of '17! My friend and I really liked this one so that's a high recommendation!"
GREEN BOOK,5 January 2019,,"This film tells the story of two men, who are polar opposites of each other in every single way, going on a trip together.I find the story really incredible. It's touching, funny, disturbing and heartwarming all at the same time. It's a thought provoking film, yet entertaining at the same time."
GREEN BOOK,29 March 2020,10/10,I really enjoyed this film. I've seen it twice now
GREEN BOOK,10 December 2019,8/10,"I really enjoyed this story of racism and double-standards that tugged at the very hypocritical heart of 1960s America. An initially hostile Viggo Mortensen is assigned as guide and bodyguard to the hugely talented Don Shirley as he and his quartet tour the still racially divided US Southern states. Mahershala Ali is formidable as the creative, and somewhat aloof musician, who naively sets off on the enterprise not quite prepared for the reactions he is to get - at times he is viewed as little better than a performing seal and is treated accordingly by his ""hosts"". The score is superb and the writing and photography a delight. Was it the best film, though? I sometimes think that much like with ""Moonlight"" and ""Call Me By Your Name"" the Academy is genuflecting to the fact that Hollywood has been so far behind the curve in reflecting the changes in society, that it now feels compelled to pat itself on the back at every opportunity just for catching up with cinema from the rest of the world. This is certainly a better film than the the other two I just mentioned, but will it still be a topic of conversation in five years...?"
GREEN BOOK,25 January 2019,8/10,"Like the man said you got seven basic plots; you get to plot eight you're back to one with maybe a little backspin. Back in 1987 Alfred Uhry wrote a Pulitzer prize-winning play called Driving Miss Daisy, it was a fine play and, when subsequently adapted for the screen, an equally fine film. Set in Atlanta, Ga, it featured a Black man working as a chauffeur to a White Jewish lady. Green Book features a White Italian-American chauffeuring a Black man through the Deep South. Similar stories, right? Well, maybe. Miss Daisy actually lived in Atlanta while Dr Shirley was merely touring whilst playing a series of one-night concerts. Actually the film is about two disparate individuals, chalk and cheese, initially antagonistic who learn to respect, admire, and bond with each other - now that IS a new plot. This is an exceptionally fine film boasting two exceptional performances and a fine supporting cast. Bring on the dvd."
GREEN BOOK,13 July 2019,8/10,"1962. A bigoted Italian-American bouncer, Tony Lip, gets the job of driving Dr Don Shirley, renowned African-American pianist, on his tour across the mid-West and South. The two could not be more different.I did not have high expectations for this movie. I knew it would be good, but figured it wouldn't cover any new ground. Moreover, it seemed like a reverse Driving Miss Daisy (not that DMD is a bad movie - quite the opposite - but that it had been done before).I needn't have worried. The outcome is fairly predictable, but that doesn't matter: the getting there is original, interesting, engaging, thought-provoking and great.Director Peter Farrelly sets the scene well and paces the movie to perfection. The characters of Tony Lip and Don Shirley are well drawn and developed, making for high engagement levels. You can see their views and characters evolve before your eyes, see the events that shape them and how these influence their future actions. There's also a decent smattering of humour to aid the engagement.Some great social commentary too, especially on racial attitudes of the day and on tolerance in general.Mahershala Ali got a Best Supporting Actor Oscar for his portrayal of Don Shirley, and well deserved the award. Great work too from Viggo Mortensen as Tony Lip, resulting in a Best Actor nomination (he ultimately lost out to Rami Malek for Bohemian Rhapsody).The movie itself won the 2019 Best Picture Oscar.Great film."
GREEN BOOK,13 December 2018,10/10,". . . are no strangers to Universal Studios. From its silent movie days, when the unrequited loves of THE HUNCHBACK OF NOTRE DAME and THE PHANTOM OF THE OPERA elicited many a tear from sensitive theater goers, to Frankenstein's Monster learning that little girls don't always float, to the Creature being hounded out of the cozy confines of that Black Lagoon, the lives of Universal's horror stars are a lot more difficult than those of ""Terry Howard's"" HUSTLE & FLOW street entrepreneurs. And what could be harder than the predicament facing ""Doc"" in GREEN BOOK? An alcoholic gay White Chopin-playing piano prodigy born with a Black body, Doc nevertheless insists upon drunkenly cruising Pale Face-only swimming pools after hours, on the prowl for short-term romantic partners. To ""up"" the horror quotient, Universal depicts Doc's Happy Hunting Grounds in the U.S. Deep South at the height of America's so-called ""Jim Crow"" Era. If all of this is making GET OUT seem like a church picnic in comparison, you're picking up on the vibe created by GREEN BOOK, our top Horror Flick of 2018."
GREEN BOOK,16 December 2018,9/10,"GREEN BOOK (2018) ***1/2 Viggo Mortensen, Mahershala Ali, Linda Cardellini, Sebastian Maniscalo, Dimiter D. Marinov, Mike Hatton. Well-produced and acted true-life account of an odd coupling friendship in the form of Bronx-born tough guy Tony Lip (Mortensen, employing the 'dese,dem & dose' school of acting to the nth degree) hired as a driver for cosmopolitan concert pianist Dr. Don Shirley (stalwart and pristine Ali) circa 1962 thru an 8 month tour thru the Deep South with the as expected tell-tale signs of the times (racism and classism to boot). Unlikely director Peter Farrelly surprises all in a turn of displaying his dramatic goods (sprinkled with enough humor to keep things even-keeled) with ample help from his two leads parrying and giving good with one another. While the seemingly easy to pigeonhole 'sex-change/role reversal DRIVING MISS DAISY' easily could've been the pitch, the screenplay by Farrelly, Nick Vallelonga and Brian Hayes Currie gives enough depth in both characters and a fine arc-piece in the process."
