Title,Date,Rating,Comments
MANCHESTER BY THE SEA,23 January 2021,8/10,"Lee Chandler is made to take on his nephew after his brother dies an untimely death, Lee is incredibly depressed and affected by his past.As the film develops, so does the relationship between Lee and Patrick, we learn why Lee is the way he is, and the events that helped to shape him, and make him such a complex figure.I haven't seen a film like this for some time, it's purely melodrama, but to it's credit, it's very good. Take a tip from Me, if you're in a mood, or feeling down, do not watch this, it will compound your low spirits. If you're up for an engaging, moving two hours on intense character play, you'll find this very good.I had absolutely no idea just how good an actor Casey Affleck is, and that's my own fault, he is absolutely tremendous throughout, he makes Lee a truly interesting guy.The music is a real hindrance here, it detracts from the film, it isn't bad, it's just wrong for the film. Adagio in G Minor, it's a glorious piece of music, but it is so out of place, it jars uncomfortably at a key point.It takes a little time to warm up, and for you to engage, when it does, it's an excellent film, 8/10."
MANCHESTER BY THE SEA,8 June 2017,9/10,"Of course there is a different saying, some of you may no the not so family friendly saying. And that is what the movie is about. It's a drama and it is really as close to life as a movie can get. It deals with human relationships, guilt, loss and love. There is so much in this, especially with all the things that are not being said out loud, but are shown to the viewer through different means.There is also some discovery to be had, by the time-line play of the movie. We do go backwards and back to the present and therefor things get revealed slowly. And slow is the theme of the movie. While life changing things are happening, it's not like this movie gears up and speeds up. It may feel dreadful to most, if they watch it through and that is what the movie is aiming for. It still has some light moments of course, but overall it is heavy. If that sounds intriguing to you, you know what to do"
MANCHESTER BY THE SEA,29 December 2016,7/10,"My theater crowd sat in stunned disbelief when this was over, stunned that it went absolutely nowhere. There were actually audible gasps here and there. The assortment of Kleenex I brought in anticipation of the warnings posted by other reviewers was never in serious jeopardy of leaving my pocket. And this wasn't just my reaction. I attended the film with three women (I'm a guy), and none of them had a positive response to the picture.I'm guessing the tear jerker moments consisted of two emotional scenes that in another picture might have gotten to me, but here were tempered by other considerations. The first was the flashback of Casey Affleck's character recalling the tragedy that destroyed his family. The other was the intense confrontation between Lee Chandler's (Affleck) ex-wife Randi (Michelle Williams) and Lee himself, in which she pours out her heart over her own grief and love for him. A well played scene but unmoving on the part of Chandler, so the pathos over what might have been didn't have a chance to resonate with this viewer.With all that however, I can't take exception with the Screen Actors Guild nomination for an Outstanding Performance by a Cast in a Motion Picture. All the players did do a good job, it's just that none of their performances went anywhere, nor did the story. One thing that affected my viewing might have been the sound quality of the picture, as the others in my party also had some trouble with the dialog. So I'm not opposed to a second viewing when this eventually comes out on DVD with captioning available. Even so, the accolades for the picture by the critical intelligentsia escapes me. One plus - the cinematography that captures the environs of Manchester by the Sea is stunning. It kind of makes me want to visit."
MANCHESTER BY THE SEA,26 February 2017,7/10,"An uncle (Casey Affleck) is asked to take care of his teenage nephew (Lucas Hedges) after the boy's father (Kyle Chandler) dies.As I write this, we are only hours away from the Academy Awards. Of the nominations the film has received, the one people seem most confident about is Casey Affleck taking home Best Actor. Could it be? I have to say, I never thought of Casey Affleck as a strong leading man. But then again, I hardly think of his brother that way, either, and so far Ben has taken home at least two Oscars. And of the two, Casey is the stronger actor. His emotions range from dour to angry, to completely hopeless, the sort of things the Academy likes to see.The film as a whole is just constant emotion, with just a few moments of humor mixed in for effect. The humor is largely from awkward conversations, but I loved that."
MANCHESTER BY THE SEA,15 February 2017,10/10,"Family troubles are a common theme in cinema. Kenneth Lonergan's ""Manchester by the Sea"" takes a particularly gritty look. Casey Affleck plays Lee, a volatile handyman. Summoned back to his hometown after his brother suffers a heart attack, he and the rest of the family are forced to confront bad things that happened years earlier.I would say that what makes this movie stand out is the characters. None of them are what one would call ""good"" people. In addition to the irresponsible, short-tempered main character, almost every one of his relatives has hostile side. Seeing what they've been through, it's understandable that they'd be like this. The point is that the bad things that happened in previous years are going to have to force everyone to go through some sort of change.The cast members all put in fine performances. I actually thought that the most interesting role was that of Elise, played by Gretchen Mol. This is the meatiest role that I've seen her play so far (a big difference from her underdeveloped roles in ""Rounders"" and ""The Thirteenth Floor""). But that doesn't subtract from the rest of the characters. It's an outstanding movie in every way. I hope that it receives at least one Academy Award."
MANCHESTER BY THE SEA,29 January 2017,6/10,"I live in the United Kingdom, so I know Manchester, England, it is odd that America borrow our places names and use them for their own (Birmingham, Boston, New York and New Jersey to name a few), so the title interested me, then of course the award nominations rolled in. Basically Lee Chandler (Oscar, BAFTA and Golden Globe winning Casey Affleck) works as a janitor for a property management company in Quincy, Massachusetts, he is responsible for four residential apartment buildings, but he is angry and antisocial. Lee receives word that his fisherman brother Joe (Oscar nominated Kyle Chandler) has had a heart attack, Joe was diagnosed years ago with congestive heart failure, Lee returns to his hometown of Manchester-by-the-Sea, but Joe dies before he makes it to the hospital. Lee is emotionally distant from the entire situation, but must arrange a funeral and break the news to Joe's sixteen-year-old son Patrick (Oscar nominated Lucas Hedges), but Lee is shocked to learn that he has been named as Patrick's guardian. Lee is reluctant, but is opposed to giving Patrick to his alcoholic mother Elise (Gretchen Mol), he makes plans for the teenager to move with him to Boston, but Patrick is rooted in the community, Lee cannot comprehend moving back to Manchester. Lee is haunted by the memory of the house fire he accidentally caused that killed his three children, he has no criminal charges, but his wife Randi (Oscar, BAFTA and Golden Globe nominated Michelle Williams) blamed him for the fire, they divorced and Lee attempted suicide, but he failed and moved away. The funeral is suspended until spring, to allow digging through the ground, Joe's body is frozen in the meantime to stay preserved, Lee is forced to stay in Manchester, but overtime he and Patrick rekindle their relationship, despite Lee's emotional unavailability, he comes through when Patrick has an emotional breakdown. Conflict arises again when Patrick wants to get closer to his girlfriend Sandy (Anna Baryshnikov), but Lee cannot make small talk with Sandy's mother Jill (Heather Burns) to distract her while they attempt to have sex, Patrick thinks Lee is trying to distance himself and get away from Manchester sooner. Patrick's mother Elise has found religion and sobriety with her new fiancée Jeffrey (Matthew Broderick), she offers to allow allow Patrick to move in, but he is uncomfortable and unable to connect with her, and Jefferey being controlling is unsettling. Meanwhile Lee runs into a remarried Randi and her newborn baby, she expresses great remorse for how she treated him during the divorce and asks to reconnect, but Lee cannot find the words to express himself and leaves before getting emotional, she sobs as he walks away, and Lee starts a fight with a stranger in the bar. Lee arranges for his friend George (C.J. Wilson) and his wife to adopt Patrick and take over all the financial responsibilities, Patrick asks for an explanation, Lee admits that he cannot beat the torture of living in Manchester. Following the funeral for Joe, Lee and Patrick walk together and talk, Lee tells Patrick he is searching for a new place with an extra room so that he can visit whenever he wants, the end sees them fishing on Joe's boat, like they used to do years earlier. Also starring Hostages' Tate Donovan as Hockey Coach and Kara Hayward as Silvie McCann. Affleck (Ben's brother) gives a good performance as the emotionally detached man forced to face his past, Williams and Chandler with their time on screen do well supporting, and Hedges does well as the teenager. I will be completely honest, I questioned if there was really any point to this film, it was very slow and at times a little boring, however I can see why it would get critical acclaim and attention, especially at film festivals, and it does draw you in at the right moments with the tragic and amusing bits, overall it is a reasonable drama. It won the Oscar for Best Original Screenplay for Kenneth Lonergan, and it was nominated for Best Motion Picture of the Year and Best Director and Kenneth Lonergan, it won the BAFTA for Best Original Screenplay, and it was nominated for Best Film, Best Editing and Best Director, and it was nominated the Golden Globes for Best Motion Picture - Drama, Best Director and Best Screenplay. Good!"
MANCHESTER BY THE SEA,6 March 2017,,"We watched this on DVD from a Redbox rental. Affleck recently won the Oscar for Best Actor for his role.The story is much more tragedy than comedy, although real life tragedies also can have their comedic elements. The focus is the character Lee who isn't easy to relate to, then a series of tragedies make it worse, he becomes depressed and can lash out at others with little provocation. Set in and filmed in Massachusetts, the focus is the town of Manchester and the community Manchester-By-The-Sea. Casey Affleck is Lee Chandler, he works a boat with his older brother, he has an easy relationship with his 10-yr-old nephew. The first tragedy is a fire, an accident on a cold winter night, that kills his small children. He and his wife cannot get over this and they divorce. When we meet him a few years later he works as a janitor and fix-it man for some apartments, making minimum wage and living in a one-room basement apartment.The second tragedy is the death of his brother when the son, Lee's nephew, is 16. To his surprise Lee is specified in the will to be the nephew's guardian. The boy's mother has not been a reliable parent and in fact no one was sure where she was.So Lee has to figure all this out, he wants to remain living near Boston, 1 1/2 hours away from Manchester, but the boy has school, sports, friends, and his band that he doesn't want to give up.My only complaint is how crude most of the characters are written, the movie has pervasive foul language and most times family and friends are hostile to each other. But get past that and it is a very rewarding story and Affleck indeed is superb."
MANCHESTER BY THE SEA,1 January 2017,10/10,"Seeing Manchester by the Sea twice is a good idea, for a couple of reasons. The first is that when you experience it for the first time, the emotional sweep of it all, how Kenneth Lonergan's script and by proxy his direction with this wonderful cast (some I'd think not all professional, but most of them are of course) goes between high drama and comic touches in the dialog, you get that part of it and it makes it such a rich film overall. But the second time I found I was paying even closer attention to the little details and moments, how Lonergan was fully building up these moments piece by piece, to show how a life is lived by people, whether it's Casey Affleck's Lee or Lucas Hedges' Patrick, or in those small moments with Michelle Williams and Gretchen Mol (Kyle Chandler might seem to get the short shrift, but hey, you got to have one fundamentally decent and straightforward man in this narrative).Manchester by the Sea is all about life's little moments, and if it wasn't 'about' its main scenario, which is that Uncle Lee has to return to possibly, maybe, could-be the new guardian to nephew Patrick after his father's (somewhat) sudden death, I think this world would still be enjoyable to watch in the way a Seinfeld episode would be to watch: we like being around these characters and how the relate to one another, whether it's Patrick and his teenage friends talking Star Trek, or Lee in his... well, sure, he is a dark and depressed man following the colossal tragic mistake from his past that cost him a lifetime. Maybe it's not the strongest example, but what I'm getting at is that Lonergan is more concerned with those little thing that people do and that we all have in common - we're so in our own heads that we forget where the car is, or, even, a paramedic can't quite get those leg-thingies up right away to put the person into the ambulance - those moments that are so small we barely ever talk about them.Because all of those moments of behavior and character between people like Lee or Patrick or Lee and Michelle Williams's Randi (she's not in the film too much but when she is she makes her presence felt like an earthquake) are believable, because we feel like we can be in this world with these characters, the drama is so profuse it sometimes feels like the film won't be able to contain it. It's a film with lots of quiet moments so that when things must become BIG, when we see tragedy strike and the outcome from that, or when two characters meet again on a street and both come to tears over past wounds that can never heal, they make an operatic impact. Lonergan did that with a profundity that was teetering on becoming too bombastic, too operatic, but it didn't get there. Here in Manchester I feel like he's perfected what he's been going for in his features.I may have neglected the actors. Did I? OK - everyone is terrific here, with Hedges sort of the break-out star, but naturally Affleck commands often by downplaying moments so that when he has to act Lee's almost surprised by what he does (i.e. when he bursts through a door to comfort, in his way, a crying Patrick), and of course Williams is top of her career here again. I can't recommend this enough for people looking for a soulful, powerful drama about people having to live their lives despite/because of/regarding tragedy, and whether they suffer through it or overcome it, they're always people we can connect with. Yes, even with the Massachussets accents on parade."
MANCHESTER BY THE SEA,25 January 2017,,"This film tells the story of a man lost his children in the past. His brother died due to a heart condition. Without prior consultation, his brother tasked him with being the legal guardian of the 16 year old cousin.""Manchester by the Sea"" tells how two people struggle to come to terms with both the unfortunate past and the undesirable present. They are both unable to express the feelings, bottling everything up as if nothing has happened. They avoid connection with most of the people around them, even if others try. Their circumstances screams for sympathy. Initially the film is a little hard to understand because it jumps around between different time points. After clarifying the time points up, I find the story compelling, especially the two scenes (one with Casey Affleck and the other with Michelle Williams) that command tears to fall. It is a heavy story of two people trying to get by in spite of life's challenges."
MANCHESTER BY THE SEA,18 April 2017,9/10,"A truly bold face story dealing with the stain of humanity. Directed and written by Kenneth Lonergan, MANCHESTER by the SEA doesn't pull back punches and isn't shy about putting a face on depression. Stroking aggravation and laughing at ego; this movie should have won the Oscar for Best Motion Picture. Characters are built and tore down. Very believable script and well acted.A Boston handyman, Lee Chandler (Casey Affleck), suffers his own demons and battles his character flaws, when he gets word that his brother Joe (Kyle Chandler) has died of a coronary. He returns to the old hometown and comes face to face with another major life challenge: he is named legal guardian of his 16-year-old nephew Patrick (Lucas Hedges).Affleck is short of tremendous in the lead of a very astute cast that also features: Michelle Williams, C.J. Wilson, Gretchen Mol, Anna Baryshnikov, Mary Mallen, Ruibo Qian and Matthew Broderick.An impressive soundtrack features: Ray Charles, Albert King, Shirley & Lee, Bob Dylan, the El Dorados, Ink Spots and the London Philharmonic Orchestra."
MANCHESTER BY THE SEA,29 January 2017,6/10,As soon as this film hit the cinemas Casey Affleck was being touted as hot favourite to pick up best actor at the Oscars . One can see where the acclaim is coming from . Affleck plays a tortured man called Lee Chandler who is constantly hitting the self destruct button . It'd be easy to over do the showy elements of the performance but this is an independent type of film where everything is filmed in a naturalistic way This is the strength and the weakness of MANCHESTER BY THE SEA . Strength as in we're not going to be watching expected overwrought melodrama and weakness as in a slow burning drama that is painfully slow and often uninvolving . Director Kenneth Lonergan is on record as saying his favourite film is CLOSE ENCOUNTERS and that his favourite director is Kubrick . He does seem a fan of the long take where the camera doesn't do much and the mis en scene is in full view . It's a filming technique entirely different from you'd see at the multiplex on a Friday night but at the same time it makes for a long film feel even longer and add to this a lack of incident and you've got a film that ends up becoming frustrating more than anything
MANCHESTER BY THE SEA,5 March 2020,7/10,"Hardly the most enjoyable film I've ever seen - essentially it is about dealing with the pains not only of bereavement but of life afterwards. Casey Affleck (""Lee"") has to take care of his nephew and this adds greatly to his already quite depressive nature. In this role he excels, he captures all the angst and frustrations cleverly, and at times angrily, engendering a true feeling of sympathy. Lucas Hedges is also good as his bereft nephew, though his youth seems to give him far more resilience to deal with his loss (that and the fact that he has a girlfriend who seems quite keen on keeping him distracted... if you get my drift). As ever, for me though, Michelle Williams just doesn't cut it. I'm not sure if it just her style of acting, her demeanour or what; but I just don't like her on screen. In this she performs in an almost detached manner as Hedges' mother - perhaps it is meant to be intense? The film is totally devoid of joy, but not of hope - and that is perhaps why it still stands out today..."
