Title,Date,Rating,Comments
HELL OR HIGH WATER,10 September 2018,8/10,"And also what to find? How to deal with the past? And not just the past that is building up in the movie. But the past way beyond the start of the movie. There is quite some character work and there is quite some good acting overall. There is action and it starts off quite unual (maybe), with a sort of quiet scene, that turns violent quickly.But it is there and the performances show it. We have literal brothers and brothers in arms sort of. There is a bond, even when it is not shown all the time. It's really well done, something that I was expecting, the pacing is good, although I expect some may feel it moving too slow. Just be aware of what it is you are watching. Then enjoy this really good movie, with an amazing ending, that frankly couldn't be better ..."
HELL OR HIGH WATER,29 August 2016,9/10,"The comparisons to 2007's ""No Country For Old Men"" are probably inevitable. Both films feature aging Texas lawmen near the end of their careers, who contemplate the passing of a more rational era in which they came up through the ranks. There's also the principal villains, but whereas Anton Chigurh was a Terminator-like, unrelenting and vicious assassin, his counterpart here, Tanner Howard is just plain old Texas locoweed crazy. You have to credit Ben Foster in the role of older brother Tanner to Chris Pine's Toby, his characterization is just off the wall insane.As for Texas Ranger Marcus Hamilton, Jeff Bridges is simply astounding in his portrayal. One thing you have to give him credit for, now that he knows his matinée idol days are long gone and over with, he has no qualms about letting it all hang out. I'm thinking about that scene in the hotel room when he took off his shirt and his big old gut is just hanging out there like a poster child for obesity research. Just when you think he can't get any better as an actor after ""Crazy Heart"" and ""True Grit"", he nails it once again and it's a wonder to behold. I wonder if he had marbles in his mouth when he spoke, his dialog was especially Texas drawl effective.The story itself puts the film in action/adventure territory with more than a hint of crime drama, so one's classification of the picture with the Western genre is probably more so by association with it's West Texas and Oklahoma locations than the cowboy roots of the principals. The same could be said of ""No Country For Old Men"", so there's another likely comparison.And finally there's the way the picture ended, leaving open the question of whether Toby Howard would ever be brought to justice. Leaving things off that way left a lot more question marks than the showdown that never was between Marcus and Tanner Howard. But at least it was a more satisfying conclusion than having Anton Chigurh wandering around with a bone sticking out of his arm and no resolution to his fate. But then again, life can be just like that sometimes."
HELL OR HIGH WATER,31 January 2017,8/10,"A divorced father (Chris Pine) and his ex-con older brother (Ben Foster) resort to a desperate scheme in order to save their family's ranch in West Texas.Although this is only the first (of nine) Best Picture nominees I have watched, I feel it may hold the distinction of being the most exciting. The typical winners are heavy on drama, or perhaps are socially conscious. This nominee defies that. And while I don't expect it to win, I am glad it will get a little extra attention.Best Supporting Actor Jeff Bridges? I love Jeff Bridges. Everyone loves Jeff Bridges. The Academy loves him, too. It's too early to say, but I don't see this as being a win for him. He is great as the old, crotchety, semi-racist Texas ranger... but it's not one of those mind-blowing roles that really get noticed. There was no special makeup or voice alteration required. I would love to see Bridges be honored, but I doubt it.Best Screenplay? This would also be great to see. Although the basic plot is simple -- brothers robbing banks to purchase the family farm -- the intricacies are wonderful, such as why certain banks are targeted, and the way the brothers ""launder"" the money. I was not a fan of some of the heavy-handed messaging. The idea that the American military stole from the Indians, and now the banks stole from the American people. The message itself is fine, but the way they were so blunt about it by having Alberto express the exact sentiment... it sort of dumbed everything down.Best Editing? It is my opinion that editing is very hard to judge. Unless you are an editor, you may not know what goes into the job. Also, the best editing should be flawless, and not obvious in a film. For this second reason, I would gladly hand over the best editing award to this film, because the editing was indeed very smooth, and the pace was excellent. Some movies drag at 90 minutes. This one, with its pace, could have been three hours and still enjoyable. Surely the editing is at least partially to thank."
HELL OR HIGH WATER,18 December 2016,9/10,"The western was a staple of US cinema for decades, but had mostly disappeared by the late 1990s. The 21st century has seen a diverse set of westerns released. Kelly Reichardt directed the minimalist ""Meek's Cutoff"", while Seth MacFarlane gave us the slapstick comedy ""A Million Ways to Die in the West"". David Mackenzie's ""Hell or High Water"" is not that easy to pigeonhole. Set in the present day, it focuses on a pair of brothers robbing banks in west Texas, while a Ranger looks for them.The cast members play roles very different from their most famous ones. Jeff Bridges (generally known for playing people disaffected with the modern way of life) plays the mildly racist Texas Ranger, doing what he feels that he has to in order to find the robbers. Chris Pine and Ben Foster show the robbers' desperation, complete with unnecessary risks. I thought that Gil Birmingham's character was a little underdeveloped, though.Overall, it's a fine look at the lengths to which people will go in desperate scenarios. I haven't seen any of Mackenzie's movies before, but I'm eager to see more of them. I recommend it."
HELL OR HIGH WATER,15 September 2016,7/10,"I saw the trailer for this film only two days before it was released, the three leading actors in it certainly appealed to me, but it did also look like a good thrilling film, directed by David Mackenzie (Young Adam). Basically in West Texas, divorced father Toby Howard (Chris Pine) and his ex-con brother Tanner (Contraband's Ben Foster) rob two banks early in the morning, they have a plan to commit several small-scale bank robberies over the course of a few days. Their robberies are well-planned, but Tanner's wild nature and unnecessary risk taking is frustrating Toby, it is revealed their mother died recently, due to a reverse mortgage their ranch has been left in debt, if not paid in a few days there will be a foreclosure on the property. Toby is determined to pay the mortgage off, and oil has recently been discovered on the land, he plans to sell the oil rights to pay for his estranged sons to have a comfortable life, it is also revealed Tanner went to prison for killing their abusive father. Two Texas Rangers, Marcus Hamilton (Oscar, BAFTA and Golden Globe nominated Jeff Bridges) and Alberto Parker (Twilight's Gil Birmingham), are assigned to catch the robbers, Hamilton is close to retirement, but determines the brothers' methods and personalities. Meanwhile Tanner robs a bank while Toby is unaware and waiting at a nearby diner, they escape and take the stolen money to be laundered at an Oklahoma Indian casino, the money is exchanged for chips, and Tanner gets more playing poker, they are converted to checks that make the funds untraceable and the gambling covers up how they acquired the money. The Rangers set up surveillance outside a small town bank they believe will be hit next, the brothers do not show up, but Hamilton deduces their pattern and determines their final target, the robbery does indeed occur, Tanner continues with it despite customers holding weapons, a shoot-out ensues, a guard and an armed customer are killed, but the brothers escape. Several of the armed townspeople pursue Tanner and Toby as they race out of town, gaining some distance Tanner stops and fires an automatic weapon rifle at the ""posse"", they turn back, the brothers then split with two cars, Toby takes the money, while Tanner turns back to confront the Texas Rangers and local law enforcement. To give his brother more time to escape, Tanner draws the lawmen off the trail to a desert mountain ridge, firing at them with a sniper rifle, he kills Parker, Hamilton is furious and calls for a SWAT team, then uses a local resident to help him find a way behind Tanner, Hamilton borrows the local's rifle and takes out Tanner with a single long- range shot. Toby manages to pass through a law-enforcement checkpoint without suspicion, he makes it to the casino and is able to launder the rest of the stolen cash, he sees the news about his brother's death, but he is able to make it to the bank and deliver the checks in time to prevent the ranch's foreclosure. Some time later, Hamilton has retired, he learns that the Rangers and banks have cleared Toby as a suspect, as he has no record and the oil wells earn him more in a month than robberies, Hamilton confronts Toby at the ranch, he makes it clear he knows the brothers were responsible for the robberies. He does not explicitly admit his culpability, but Toby explains his motivations for wanting his sons to have a better life, both men have weapons, but the tension is broken when Toby's former wife and sons arrive, Hamilton realises Toby gave his family the farm and all its profits, Hamilton departs, but Toby suggests they may meet again, implying they will try and kill each other when the time comes. Also starring Katy Mixon as Jenny Ann, Winter's Bone's Dale Dickey as Elsie, Kevin Rankin as Billy Rayburn and William Sterchi as Mr. Clauson. Foster is great as the more rebellious and aggressive brother, Pine is good great as the more calm but equally determined brother, and Bridges is terrific as the Texas Ranger near retirement but prepared to catch the crooks. It is a good simple story, a pair of desperate redneck brothers being careful to cover their tracks, and the law enforcement officers on their trail, the robbery sequences are exciting, the chase and shoot-up sequences are thrilling, and the script is snappy, overall it is a most worthwhile heist crime film. It was nominated the Oscars for Best Motion Picture of the Year, Best Original Screenplay and Best Film Editing, it was nominated the BAFTAs for Best Original Screenplay and Best Cinematography, and it was nominated the Golden Globe for Best Motion Picture - Drama and Best Screenplay. Very good!"
HELL OR HIGH WATER,25 November 2017,8/10,"Two rambunctious young fellows decide to rob the Midlands Bank of Texas that's threatening to foreclose on their pitiful and unproductive little cattle ranch. One of the boys (Chris Pine) is notably less rambunctious than his older brother (Ben Foster), who has just left the slams after a six-year vacation there. Foster is thrilled with the banditry, whoops with delight as they zigzag away from the banks, leaving a cloud of dust. Pine loves his brother but believes him to be a little nuts. Pine has spent the last year or so caring at home for their dying mother. ""This the bed she was in?"" asks Foster, on seeing the empty bed for the first time. ""Well, Eff it. She didn't care much for me anyhow."" (A pragmatist.) As the two reckless boys set about their task, usually planned, but one entirely spontaneous, we meet the other side of the law -- Jeff Bridges as a casual old Texas Ranger on the brink of retirement, and his Comanche deputy and sidekick, Gil Birmingham, whom Bridges is always teasing about his Indianness -- catching the robbers with voodoo, eating pemmican, and the like.In contrast to the robbers, Bridges kind of slouches around, takes his time to think things over, and exercises his fulgurating intuition to anticipate their next move.I don't want to get into the plot in any more detail. It's a good movie. It rings true. The location shooting in New Mexico is evocative. The characters -- even the most minor -- are colorful. The story itself is credible, with moments comedy alternating with those carrying the tension of a coiled spring. It certainly seems right as a picture of small-town Texas. It owes a lot, I suspect, to the wildly successful ""Fargo"" that preceded it by a few years but I don't care. If all imitations were this good I'd start drinking almond flavored soy milk instead of the real thing."
HELL OR HIGH WATER,28 November 2018,9/10,"Following the death of Toby Howard's mother it looks as though the Texas Midland Bank will foreclose on the family ranch. To raise the money required he decides to take it from Texas Midland Bank with the help of Tanner, his criminal brother. They quickly rob two branches and soon Marcus Hamilton and Alberto Parker, a pair of Texas Rangers are trying to find them. Toby has planned things well but Tanner is far more reckless; as an example he robs another bank while Toby is eating in a diner. After their final robbery doesn't go according to plan a confrontation with the law seems inevitable.This film may be set in the present but it feels very much like a western... and not just because of the Texas setting and presence of men in cowboy hats. The plot too feels like a western with our two protagonists fighting back against those trying to force them off their family land and the two Rangers after them. The story is well told and even though the Howard brothers are clearly breaking the law it is hard not to feel some sympathy for them; especially as we are constantly reminded that the recession is biting hard in this part of Texas. The cast does a really fine job; most notable Chris Pine who is great as Toby; if I hadn't seen his name on the credits I'd never have guessed that this was the 'new' Captain Kirk I was watching! Ben Foster is solid as Tanner. Jeff Bridges and Gil Birmingham are a lot of fun as bickering Rangers Hamilton and Parker. While the story isn't 'action packed' it does have some good moments of action; these provide some shocks and believable violence. Overall I really enjoyed this and would recommend it to fans of crime drama looking for something a little different."
HELL OR HIGH WATER,26 November 2016,,"We saw this on DVD from a Redbox rental. It is set entirely in west Texas, Midland and surrounding areas but is filmed entirely in various New Mexico locations.The story here is that a bank has ""helped"" an elderly woman keep her ranch but in the process has accumulated a big debt to the bank. When she died the bank was prepared to foreclose and take the property for themselves. In her will she left the ranch to her grandsons, and its value plus the oil well royalties would set them for life. But it appeared that they would in fact get nothing.Their uncle is Ben Foster as Tanner Howard, he has been in and out of trouble many times, including 10 years in the pen. He devises a plan, they would rob a number of branches of the bank, then use the bank's own money to pay off the lien. He would be helped by his brother, the dad of the grandsons, Chris Pine as Toby Howard, who had never been in any kind of trouble. They would just steal money from the loose bills in drawers, only $20 bills and lower, and avoid money bundles that would have dye packs or tracking devices. Then they would go to a casino, convert the cash to gambling chips, drink a bit, then convert the chips back to money, ultimately into checks written to the same bank they robbed. Their plan is in danger of being foiled by career lawman, Jeff Bridges as Marcus Hamilton, about to retire. So this is a very interesting story and to get the full enjoyment you need to be able to root for a bank robber because the bank itself is more evil. If you can do that then it is a good movie.SPOILERS: In the end, right after the two brothers have accumulated enough money to pay back the bank, in their last robbery a number of customers have concealed handguns and follow them outside and begin shooting. The brothers get away and Toby gets to his escape car but Tanner takes the getaway truck into the hills, followed by lawmen. He gets killed but Toby gets to safety and with the help of a lawyer friend makes thing right with the bank. As the movie ends old Marcus has retired but he visits Toby, says he knows what they did just can't prove it. It appears the grandsons will be set for life."
HELL OR HIGH WATER,6 February 2017,7/10,"For all of the terrific acting, and there is quite a lot (and notably Jeff Bridges' scene partner Gil Birmingham needs to be in like half the movies made for the next few years), Hell or High Water is sometimes a little too on the nose and I think I'm just a little tired of seeing Ben Foster, masterful and compelling and Foster-y as he is, playing sociopathic criminals (sure, he's good at it, but after a certain point maybe they could stretch - and Warcraft doesn't count). But it also has the perspective and approach that would have worked just as well if it was a Western set in the 1950's (though the Hayes code certainly would've changed things - only a little), as the plains of Texas and the honorable(ish) bank robbers and old-time ranger-sheriff face off against one another in a cat-and-mouse chase. As a quasi-Cormac McCarthy-lite thing, it's fine, and sometimes more than fine. There's even a half-Indian-half-Mexican in the other cop (again, see it for Birmingham), and while Jeff Bridges is his usual awesome Chris Pine is the one who really delivers the goods. It's execution is solid, if standard. It has vision but could've used more-ish.It's the kind of movie I thought was just 'alright' walking out, but thinking a little more about it (and stepping away from Sheridan's more on-the-nose commentary on the destabilization of the working class in rural America), it works. Or maybe it's just nice to see a wide release thriller, near the end of summer no less, that's more about characters and basic conflicts even if, well, we've seen some of this before (i.e. the 'old man just about to retire doing x-y-z as his last thing')"
HELL OR HIGH WATER,12 August 2017,4/10,"You just cannot understand the garbled speech of the two Texas Rangers in hot pursuit of two brothers who go around robbing banks so that they can use the loot to pay off a farm mortgage. Ironically, they're robbing from the banks that control the mortgage.One brother has just been released from prison and the other is paying off alimony to an embittered wife and they have two rather estranged children from their father.The ending is quite awkward. The two guys run off from each bank in the fashion of ""Bonnie & Clyde."" We're really dealing with two losers here who have left life pass them by."
HELL OR HIGH WATER,6 December 2016,,"This film tells the story of two brothers who rob many banks in a short period of time, for a good reason. They soon have two sheriffs hot on their tails, and an intense cat and mouse chase ensues.""Hell or High Water"" is quite interesting as it doesn't tell you why there brothers have to rob a bank until half way into the story. The two brothers are likable even though they are villains, and I feel rather sorry for the ending they face. They Have starkly different behaviour and personality, making the story more interesting. I also am rather surprised by how prepared Ben Foster's character is for armed showdown with the police!"
HELL OR HIGH WATER,3 January 2017,6/10,"I thought this might have been very similar to NO COUNTRY FOR OLD MEN by the Coen brothers , a feeling reinforced by it picking three Golden Globe nominations . After seeing it I'm slightly puzzled why it has been touched by such acclaim . Giving it some thought I did conclude the screenplay was written by Taylor Sheridan whose main career in Hollywood is as an actor and actors do get overly praised if they either write or direct a production while it's impossible not to like Jeff Bridges and there's always an element of recognising a film at award voting that has traditional commercial appeal . Don't get me wrong because this film is a competent character driven thriller but probably no more than that My main gripe is that it does try and sugar coat the Howard brothers just a little too much . They're driven in to becoming bank robbers due to debts . Hmmm . Let me think now . Would it be too simplistic to have a couple of characters rob banks simply because they're a pair of greedy dumbasses ? Do I detect an element of post modernist morality where no one is responsible for their negative actions ? I much preferred the post modernism of New Hollywood where if someone robs a bank it's an act of nihilistic amorality or just simple greed One aspect of this film that is interesting is that it was directed by a Scotsman David MacKenzie and it shows in a some what clichéd outsider of America in general and Texas in particular . We see vast grasslands interrupted by oil drilling , cowboys and Indians still exist and it's a state where gun possession is almost universal which possibly makes an unintentional point that if you're a dumbass intent on committing armed bank robbery do it somewhere that doesn't have armed citizens"
